period_key,report_period,period_type,report_year,report_month,page_url,excel_url,publish_date,publish_date_source,breeding_sow_inventory,breeding_sow_inventory_unit,breeding_sow_inventory_indicator_raw,breeding_sow_inventory_mom,breeding_sow_inventory_yoy,breeding_sow_inventory_period_type,hog_exfarm_price,hog_exfarm_price_unit,hog_exfarm_price_indicator_raw,hog_exfarm_price_mom,hog_exfarm_price_yoy,parsing_source,raw_html_path,raw_excel_path,validation_flag,validation_notes
2023-08,2023-08,month,2023,8,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2023/202308/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2023/202308/202309/P020230927585638831411.xlsx,2023-09-27,excel_url_token,4241.0,万头,2023年8月末能繁母猪存栏（万头）,-0.007,-0.019,quarter_end_stock,17.11,元/公斤,2023年8月份全国生猪出场价格（元/公斤）,0.2,-0.233,html_table,data/raw/moa_hog_monthly/page_html/2023-08.html,data/raw/moa_hog_monthly/excel_files/2023-08.xlsx,ok,
2023-09,2023-09,month,2023,9,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2023/202309/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2023/202309/202310/P020231026357738833559.xlsx,2023-10-26,excel_url_token,4240.0,万头,2023年三季度末能繁母猪存栏（万头）,-0.013,-0.028,quarter_end_stock,16.76,元/公斤,2023年9月份全国生猪出场价格（元/公斤）,-0.02,-0.305,html_table,data/raw/moa_hog_monthly/page_html/2023-09.html,data/raw/moa_hog_monthly/excel_files/2023-09.xlsx,ok,
2023-10,2023-10,month,2023,10,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2023/202310/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2023/202310/202311/P020231127550647173803.xlsx,2023-11-27,excel_url_token,4210.0,万头,2023年10月末能繁母猪存栏（万头）,-0.007,-0.039,quarter_end_stock,15.78,元/公斤,2023年10月份全国生猪出场价格（元/公斤）,-0.058,-0.424,html_table,data/raw/moa_hog_monthly/page_html/2023-10.html,data/raw/moa_hog_monthly/excel_files/2023-10.xlsx,ok,
2023-11,2023-11,month,2023,11,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2023/202311/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2023/202311/202312/P020231228677523245055.xlsx,2023-12-28,excel_url_token,4158.0,万头,2023年11月末能繁母猪存栏（万头）,-0.012,-0.052,quarter_end_stock,14.99,元/公斤,2023年11月份全国生猪出场价格（元/公斤）,-0.05,-0.417,html_table,data/raw/moa_hog_monthly/page_html/2023-11.html,data/raw/moa_hog_monthly/excel_files/2023-11.xlsx,ok,
2023-12,2023-12,month,2023,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2023/202312/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2023/202312/202401/P020240126367944310174.xlsx,2024-01-26,excel_url_token,4142.0,万头,2023年4季度末能繁母猪存栏（万头）,-0.023,-0.057,quarter_end_stock,14.69,元/公斤,2023年12月份全国生猪出场价格（元/公斤）,-0.02,-0.298,html_table,data/raw/moa_hog_monthly/page_html/2023-12.html,data/raw/moa_hog_monthly/excel_files/2023-12.xlsx,ok,
2024-01,2024-01,month,2024,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202401/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202401/202402/P020240226369293079528.xlsx,2024-02-26,excel_url_token,4067.0,万头,2024年1月末能繁母猪存栏（万头）,-0.018,-0.069,quarter_end_stock,14.63,元/公斤,2024年1月份全国生猪出场价格（元/公斤）,-0.004,-0.131,html_table,data/raw/moa_hog_monthly/page_html/2024-01.html,data/raw/moa_hog_monthly/excel_files/2024-01.xlsx,ok,
2024-02,2024-02,month,2024,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202402/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202402/202403/P020240326518985306986.xlsx,2024-03-26,excel_url_token,4042.0,万头,2024年2月末能繁母猪存栏（万头）,-0.006,-0.069,quarter_end_stock,14.97,元/公斤,2024年2月份全国生猪出场价格（元/公斤）,0.023,0.005,html_table,data/raw/moa_hog_monthly/page_html/2024-02.html,data/raw/moa_hog_monthly/excel_files/2024-02.xlsx,ok,
2024-03,2024-03,month,2024,3,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202403/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202403/202404/P020240424545621450792.xlsx,2024-04-24,excel_url_token,3992.0,万头,2024年1季度末能繁母猪存栏（万头）,-0.036,-0.073,quarter_end_stock,14.85,元/公斤,2024年3月份全国生猪出场价格（元/公斤）,-0.008,-0.044,html_table,data/raw/moa_hog_monthly/page_html/2024-03.html,data/raw/moa_hog_monthly/excel_files/2024-03.xlsx,ok,
2024-04,2024-04,month,2024,4,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202404/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202404/202405/P020240524369826589949.xlsx,2024-05-24,excel_url_token,3986.0,万头,2024年4月末能繁母猪存栏（万头）,-0.001,-0.069,quarter_end_stock,15.38,元/公斤,2024年4月份全国生猪出场价格（元/公斤）,0.036,0.053,html_table,data/raw/moa_hog_monthly/page_html/2024-04.html,data/raw/moa_hog_monthly/excel_files/2024-04.xlsx,ok,
2024-05,2024-05,month,2024,5,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202405/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202405/202406/P020240626394732750651.xlsx,2024-06-26,excel_url_token,3996.0,万头,2024年5月末能繁母猪存栏（万头）,0.002,-0.062,quarter_end_stock,15.78,元/公斤,2024年5月份全国生猪出场价格（元/公斤）,0.026,0.091,html_table,data/raw/moa_hog_monthly/page_html/2024-05.html,data/raw/moa_hog_monthly/excel_files/2024-05.xlsx,ok,
2024-06,2024-06,month,2024,6,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202406/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202406/202407/P020240725520828542660.xlsx,2024-07-25,excel_url_token,4038.0,万头,2024年2季度末能繁母猪存栏（万头）,0.011,-0.06,quarter_end_stock,18.36,元/公斤,2024年6月份全国生猪出场价格（元/公斤）,0.163,0.284,html_table,data/raw/moa_hog_monthly/page_html/2024-06.html,data/raw/moa_hog_monthly/excel_files/2024-06.xlsx,ok,
2024-07,2024-07,month,2024,7,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202407/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202407/202408/P020240829518525660057.xlsx,2024-08-29,excel_url_token,4041.0,万头,2024年7月末能繁母猪存栏（万头）,0.001,-0.054,quarter_end_stock,18.93,元/公斤,2024年7月份全国生猪出场价格（元/公斤）,0.031,0.327,html_table,data/raw/moa_hog_monthly/page_html/2024-07.html,data/raw/moa_hog_monthly/excel_files/2024-07.xlsx,ok,
2024-08,2024-08,month,2024,8,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202408/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202408/202409/P020240927604161554397.xlsx,2024-09-27,excel_url_token,4036.0,万头,2024年8月末能繁母猪存栏（万头）,-0.001,-0.048,quarter_end_stock,20.63,元/公斤,2024年8月份全国生猪出场价格（元/公斤）,0.09,0.206,html_table,data/raw/moa_hog_monthly/page_html/2024-08.html,data/raw/moa_hog_monthly/excel_files/2024-08.xlsx,ok,
2024-09,2024-09,month,2024,9,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202409/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202409/202410/P020241029591476726200.xlsx,2024-10-29,excel_url_token,4062.0,万头,2024年3季度末能繁母猪存栏（万头）,0.006,-0.042,quarter_end_stock,19.68,元/公斤,2024年9月份全国生猪出场价格（元/公斤）,-0.046,0.174,html_table,data/raw/moa_hog_monthly/page_html/2024-09.html,data/raw/moa_hog_monthly/excel_files/2024-09.xlsx,ok,
2024-10,2024-10,month,2024,10,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202410/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202410/202411/P020241127396780703124.xlsx,2024-11-27,excel_url_token,4073.0,万头,2024年10月末能繁母猪存栏（万头）,0.003,-0.032,quarter_end_stock,18.14,元/公斤,2024年10月份全国生猪出场价格（元/公斤）,-0.078,0.15,html_table,data/raw/moa_hog_monthly/page_html/2024-10.html,data/raw/moa_hog_monthly/excel_files/2024-10.xlsx,ok,
2024-11,2024-11,month,2024,11,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202411/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202411/202412/P020241226353294939770.xlsx,2024-12-26,excel_url_token,4080.0,万头,2024年11月末能繁母猪存栏（万头）,0.002,-0.019,quarter_end_stock,17.2,元/公斤,2024年11月份全国生猪出场价格（元/公斤）,-0.052,0.147,html_table,data/raw/moa_hog_monthly/page_html/2024-11.html,data/raw/moa_hog_monthly/excel_files/2024-11.xlsx,ok,
2024-12,2024-12,month,2024,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202412/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2024/202412/202501/P020250126578637248544.xlsx,2025-01-26,excel_url_token,4078.0,万头,2024年4季度末能繁母猪存栏（万头）,0.004,-0.016,quarter_end_stock,16.46,元/公斤,2024年12月份全国生猪出场价格（元/公斤）,-0.043,0.12,html_table,data/raw/moa_hog_monthly/page_html/2024-12.html,data/raw/moa_hog_monthly/excel_files/2024-12.xlsx,ok,
2025-01,2025-01,month,2025,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202501/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202501/202502/P020250328626218373627.xlsx,2025-03-28,excel_url_token,4062.0,万头,2025年1月末能繁母猪存栏（万头）,-0.004,-0.001,quarter_end_stock,16.41,元/公斤,2025年1月份全国生猪出场价格（元/公斤）,-0.003,0.122,html_table,data/raw/moa_hog_monthly/page_html/2025-01.html,data/raw/moa_hog_monthly/excel_files/2025-01.xlsx,ok,
2025-02,2025-02,month,2025,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202502/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202502/202503/P020250328628612205949.xlsx,2025-03-28,excel_url_token,4066.0,万头,2025年2月末能繁母猪存栏（万头）,0.001,0.006,quarter_end_stock,15.77,元/公斤,2025年2月份全国生猪出场价格（元/公斤）,-0.039,0.053,html_table,data/raw/moa_hog_monthly/page_html/2025-02.html,data/raw/moa_hog_monthly/excel_files/2025-02.xlsx,ok,
2025-03,2025-03,month,2025,3,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202503/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202503/202504/P020250425570366125575.xlsx,2025-04-25,excel_url_token,4039.0,万头,2025年1季度末能繁母猪存栏（万头）,-0.01,0.012,quarter_end_stock,15.2,元/公斤,2025年3月份全国生猪出场价格（元/公斤）,-0.036,0.024,html_table,data/raw/moa_hog_monthly/page_html/2025-03.html,data/raw/moa_hog_monthly/excel_files/2025-03.xlsx,ok,
2025-04,2025-04,month,2025,4,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202504/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202504/202505/P020250527532146937339.xlsx,2025-05-27,excel_url_token,4038.0,万头,2025年4月末能繁母猪存栏（万头）,0.0,0.013,quarter_end_stock,15.06,元/公斤,2025年4月份全国生猪出场价格（元/公斤）,-0.009,-0.021,html_table,data/raw/moa_hog_monthly/page_html/2025-04.html,data/raw/moa_hog_monthly/excel_files/2025-04.xlsx,ok,
2025-05,2025-05,month,2025,5,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202505/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202505/202506/P020250630560628826013.xlsx,2025-06-30,excel_url_token,4042.0,万头,2025年5月末能繁母猪存栏（万头）,0.001,0.012,quarter_end_stock,14.92,元/公斤,2025年5月份全国生猪出场价格（元/公斤）,-0.009,-0.054,html_table,data/raw/moa_hog_monthly/page_html/2025-05.html,data/raw/moa_hog_monthly/excel_files/2025-05.xlsx,ok,
2025-06,2025-06,month,2025,6,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202506/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202506/202507/P020250725507217967227.pdf,,missing,4043.0,万头,2025年2季度末能繁母猪存栏（万头）,0.001,0.001,quarter_end_stock,14.57,元/公斤,2025年6月份全国生猪出场价格（元/公斤）,-0.023,-0.206,html_table,data/raw/moa_hog_monthly/page_html/2025-06.html,data/raw/moa_hog_monthly/excel_files/2025-06.pdf,ok,
2025-07,2025-07,month,2025,7,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202507/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202507/202509/P020250928400936543963.xlsx,2025-09-28,excel_url_token,4042.0,万头,2025年7月末能繁母猪存栏（万头）,0.0,0.0,quarter_end_stock,14.84,元/公斤,2025年7月份全国生猪出场价格（元/公斤）,0.019,-0.216,html_table,data/raw/moa_hog_monthly/page_html/2025-07.html,data/raw/moa_hog_monthly/excel_files/2025-07.xlsx,ok,
2025-08,2025-08,month,2025,8,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202508/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202508/202509/P020250928567571034395.xlsx,2025-09-28,excel_url_token,4038.0,万头,2025年8月末能繁母猪存栏（万头）,-0.001,0.0,quarter_end_stock,14.23,元/公斤,2025年8月份全国生猪出场价格（元/公斤）,-0.041,-0.31,html_table,data/raw/moa_hog_monthly/page_html/2025-08.html,data/raw/moa_hog_monthly/excel_files/2025-08.xlsx,ok,
2025-09,2025-09,month,2025,9,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202509/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202509/202510/P020251030624707757095.xlsx,2025-10-30,excel_url_token,4035.0,万头,2025年3季度末能繁母猪存栏（万头）,-0.002,-0.007,quarter_end_stock,13.78,元/公斤,2025年9月份全国生猪出场价格（元/公斤）,-0.032,-0.3,html_table,data/raw/moa_hog_monthly/page_html/2025-09.html,data/raw/moa_hog_monthly/excel_files/2025-09.xlsx,ok,
2025-10,2025-10,month,2025,10,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202510/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202510/202511/P020251128336414357776.xlsx,2025-11-28,excel_url_token,3990.0,万头,2025年10月末能繁母猪存栏（万头）,-0.011,-0.021,quarter_end_stock,12.27,元/公斤,2025年10月份全国生猪出场价格（元/公斤）,-0.11,-0.324,html_table,data/raw/moa_hog_monthly/page_html/2025-10.html,data/raw/moa_hog_monthly/excel_files/2025-10.xlsx,ok,
2025-11,2025-11,month,2025,11,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202511/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202511/202512/P020251226727321225508.xlsx,2025-12-26,excel_url_token,,,,,,missing,12.33,元/公斤,2025年11月份全国生猪出场价格（元/公斤）,0.005,-0.283,html_table,data/raw/moa_hog_monthly/page_html/2025-11.html,data/raw/moa_hog_monthly/excel_files/2025-11.xlsx,sow_inventory_missing,能繁母猪存栏缺失
2025-12,2025-12,month,2025,12,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202512/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2025/202512/202601/P020260128624566443942.xlsx,2026-01-28,excel_url_token,3961.0,万头,2025年4季度末能繁母猪存栏（万头）,-0.018,-0.029,quarter_end_stock,11.99,元/公斤,2025年12月份全国生猪出场价格（元/公斤）,-0.028,-0.272,html_table,data/raw/moa_hog_monthly/page_html/2025-12.html,data/raw/moa_hog_monthly/excel_files/2025-12.xlsx,ok,
2026-01,2026-01,month,2026,1,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2026/202601/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2026/202601/202603/P020260320670130408308.xlsx,2026-03-20,excel_url_token,,,,,,missing,13.1,元/公斤,2026年1月份全国生猪出场价格（元/公斤）,0.093,-0.202,html_table,data/raw/moa_hog_monthly/page_html/2026-01.html,data/raw/moa_hog_monthly/excel_files/2026-01.xlsx,sow_inventory_missing,能繁母猪存栏缺失
2026-02,2026-02,month,2026,2,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2026/202602/,https://www.moa.gov.cn/ztzl/szcpxx/jdsj/2026/202602/202603/P020260320675663703590.xlsx,2026-03-20,excel_url_token,,,,,,missing,12.54,元/公斤,2026年2月份全国生猪出场价格（元/公斤）,-0.043,-0.205,html_table,data/raw/moa_hog_monthly/page_html/2026-02.html,data/raw/moa_hog_monthly/excel_files/2026-02.xlsx,sow_inventory_missing,能繁母猪存栏缺失
