table_name,column_name,dtype,description
henan_weekly_target_strict,week_start,datetime64[us],自然周起始日期（周一）
henan_weekly_target_strict,week_end,datetime64[us],自然周结束日期（周日）
henan_weekly_target_strict,target_price_median,float64,河南周度主价格，周内日均价中位数
henan_weekly_target_strict,target_price_mean,float64,河南周度主价格，周内日均价均值
henan_weekly_target_strict,target_price_last,float64,河南周度主价格，周内最后一个有效观测
henan_weekly_target_strict,target_price_min,float64,河南周内最低有效价格
henan_weekly_target_strict,target_price_max,float64,河南周内最高有效价格
henan_weekly_target_strict,target_last_year_price_mean,float64,源四页面给出的去年同期价格周均值
henan_weekly_target_strict,target_mom_pct_mean,float64,源四页面给出的周内环比均值
henan_weekly_target_strict,obs_days,int64,该周抓到的原始文章天数
henan_weekly_target_strict,valid_days,int64,该周有有效主价格的天数
henan_weekly_target_strict,missing_ratio,float64,一周七天中目标变量缺失占比
henan_weekly_target_strict,target_source,str,目标变量来源标识
henan_weekly_target_strict,target_status,str,目标变量周级质量状态
henan_weekly_target_strict,is_source_gap,bool,该周目标变量是否整周缺失
henan_weekly_target_strict,is_holiday_gap,bool,该周是否位于春节/五一/国庆窗口
henan_weekly_target_strict,is_boundary_week,bool,是否为序列边界周
henan_weekly_target_strict,target_notes,str,目标变量周级诊断说明
henan_weekly_features_strict,week_start,datetime64[us],自然周起始日期（周一）
henan_weekly_features_strict,week_end,datetime64[us],自然周结束日期（周日）
henan_weekly_features_strict,target_price_median,float64,河南周度主价格，周内日均价中位数
henan_weekly_features_strict,target_price_mean,float64,河南周度主价格，周内日均价均值
henan_weekly_features_strict,target_price_last,float64,河南周度主价格，周内最后一个有效观测
henan_weekly_features_strict,target_price_min,float64,河南周内最低有效价格
henan_weekly_features_strict,target_price_max,float64,河南周内最高有效价格
henan_weekly_features_strict,target_last_year_price_mean,float64,源四页面给出的去年同期价格周均值
henan_weekly_features_strict,target_mom_pct_mean,float64,源四页面给出的周内环比均值
henan_weekly_features_strict,obs_days,int64,该周抓到的原始文章天数
henan_weekly_features_strict,valid_days,int64,该周有有效主价格的天数
henan_weekly_features_strict,missing_ratio,float64,一周七天中目标变量缺失占比
henan_weekly_features_strict,target_source,str,目标变量来源标识
henan_weekly_features_strict,target_status,str,目标变量周级质量状态
henan_weekly_features_strict,is_source_gap,bool,该周目标变量是否整周缺失
henan_weekly_features_strict,is_holiday_gap,bool,该周是否位于春节/五一/国庆窗口
henan_weekly_features_strict,is_boundary_week,bool,是否为序列边界周
henan_weekly_features_strict,target_notes,str,目标变量周级诊断说明
henan_weekly_features_strict,month_key,str,周所属月份，格式 YYYY-MM
henan_weekly_features_strict,month_to_week_method,str,月度特征映射到周度的方法
henan_weekly_features_strict,is_monthly_carried,bool,是否由月度值平铺到周度
henan_weekly_features_strict,nat_price_reference_date,datetime64[us],全国周度价格参考日期
henan_weekly_features_strict,nat_hog_price_weekly,float64,全国周度猪价背景变量
henan_weekly_features_strict,nat_piglet_price_weekly,float64,全国周度仔猪价格背景变量
henan_weekly_features_strict,nat_feed_price_weekly,float64,全国周度配合饲料价格背景变量
henan_weekly_features_strict,nat_price_source,str,全国周度价格来源
henan_weekly_features_strict,nat_price_date_role,str,全国周度价格对齐时使用的日期字段
henan_weekly_features_strict,nat_corn_soymeal_reference_date,datetime64[us],全国周度玉米与豆粕价格参考日期
henan_weekly_features_strict,nat_corn_price_weekly,float64,全国周度玉米价格背景变量
henan_weekly_features_strict,nat_soymeal_price_weekly,float64,全国周度豆粕价格背景变量
henan_weekly_features_strict,nat_corn_soymeal_source,str,全国周度玉米与豆粕价格来源
henan_weekly_features_strict,nat_corn_soymeal_date_role,str,全国周度玉米与豆粕价格对齐时使用的日期字段
henan_weekly_features_strict,monthly_breeding_sow_inventory,float64,月度能繁母猪存栏绝对量
henan_weekly_features_strict,monthly_breeding_sow_inventory_mom,float64,月度能繁母猪存栏环比
henan_weekly_features_strict,monthly_breeding_sow_inventory_yoy,float64,月度能繁母猪存栏同比
henan_weekly_features_strict,monthly_hog_exfarm_price,float64,月度全国生猪出场价
henan_weekly_features_strict,monthly_hog_exfarm_price_mom,float64,月度全国生猪出场价环比
henan_weekly_features_strict,monthly_hog_exfarm_price_yoy,float64,月度全国生猪出场价同比
henan_weekly_features_strict,monthly_report_publish_date,str,月度专题页代理发布日期
henan_weekly_features_strict,monthly_core_validation_flag,str,月度专题数据质量标记
henan_weekly_features_strict,monthly_core_validation_notes,str,月度专题数据质量说明
henan_weekly_features_strict,monthly_hog_inventory_mom_pct,float64,市场与信息化司月度生猪存栏环比
henan_weekly_features_strict,monthly_hog_inventory_yoy_pct,float64,市场与信息化司月度生猪存栏同比
henan_weekly_features_strict,monthly_scs_breeding_sow_inventory_mom_pct,float64,市场与信息化司月度能繁母猪存栏环比
henan_weekly_features_strict,monthly_scs_breeding_sow_inventory_yoy_pct,float64,市场与信息化司月度能繁母猪存栏同比
henan_weekly_features_strict,monthly_scs_validation_flag,str,市场与信息化司数据质量标记
henan_weekly_features_strict,monthly_scs_validation_notes,str,市场与信息化司数据质量说明
henan_weekly_features_strict,nat_feature_available,bool,该周是否成功并入全国周度特征
henan_weekly_features_strict,monthly_feature_available,bool,该周是否成功并入月度特征
henan_weekly_features_modeling,week_start,datetime64[us],自然周起始日期（周一）
henan_weekly_features_modeling,week_end,datetime64[us],自然周结束日期（周日）
henan_weekly_features_modeling,target_price_median,float64,河南周度主价格，周内日均价中位数
henan_weekly_features_modeling,target_price_mean,float64,河南周度主价格，周内日均价均值
henan_weekly_features_modeling,target_price_last,float64,河南周度主价格，周内最后一个有效观测
henan_weekly_features_modeling,target_price_min,float64,河南周内最低有效价格
henan_weekly_features_modeling,target_price_max,float64,河南周内最高有效价格
henan_weekly_features_modeling,target_last_year_price_mean,float64,源四页面给出的去年同期价格周均值
henan_weekly_features_modeling,target_mom_pct_mean,float64,源四页面给出的周内环比均值
henan_weekly_features_modeling,obs_days,int64,该周抓到的原始文章天数
henan_weekly_features_modeling,valid_days,int64,该周有有效主价格的天数
henan_weekly_features_modeling,missing_ratio,float64,一周七天中目标变量缺失占比
henan_weekly_features_modeling,target_source,str,目标变量来源标识
henan_weekly_features_modeling,target_status,str,目标变量周级质量状态
henan_weekly_features_modeling,is_source_gap,bool,该周目标变量是否整周缺失
henan_weekly_features_modeling,is_holiday_gap,bool,该周是否位于春节/五一/国庆窗口
henan_weekly_features_modeling,is_boundary_week,bool,是否为序列边界周
henan_weekly_features_modeling,target_notes,str,目标变量周级诊断说明
henan_weekly_features_modeling,month_key,str,周所属月份，格式 YYYY-MM
henan_weekly_features_modeling,month_to_week_method,str,月度特征映射到周度的方法
henan_weekly_features_modeling,is_monthly_carried,bool,是否由月度值平铺到周度
henan_weekly_features_modeling,nat_price_reference_date,datetime64[us],全国周度价格参考日期
henan_weekly_features_modeling,nat_hog_price_weekly,float64,全国周度猪价背景变量
henan_weekly_features_modeling,nat_piglet_price_weekly,float64,全国周度仔猪价格背景变量
henan_weekly_features_modeling,nat_feed_price_weekly,float64,全国周度配合饲料价格背景变量
henan_weekly_features_modeling,nat_price_source,str,全国周度价格来源
henan_weekly_features_modeling,nat_price_date_role,str,全国周度价格对齐时使用的日期字段
henan_weekly_features_modeling,nat_corn_soymeal_reference_date,datetime64[us],全国周度玉米与豆粕价格参考日期
henan_weekly_features_modeling,nat_corn_price_weekly,float64,全国周度玉米价格背景变量
henan_weekly_features_modeling,nat_soymeal_price_weekly,float64,全国周度豆粕价格背景变量
henan_weekly_features_modeling,nat_corn_soymeal_source,str,全国周度玉米与豆粕价格来源
henan_weekly_features_modeling,nat_corn_soymeal_date_role,str,全国周度玉米与豆粕价格对齐时使用的日期字段
henan_weekly_features_modeling,monthly_breeding_sow_inventory,float64,月度能繁母猪存栏绝对量
henan_weekly_features_modeling,monthly_breeding_sow_inventory_mom,float64,月度能繁母猪存栏环比
henan_weekly_features_modeling,monthly_breeding_sow_inventory_yoy,float64,月度能繁母猪存栏同比
henan_weekly_features_modeling,monthly_hog_exfarm_price,float64,月度全国生猪出场价
henan_weekly_features_modeling,monthly_hog_exfarm_price_mom,float64,月度全国生猪出场价环比
henan_weekly_features_modeling,monthly_hog_exfarm_price_yoy,float64,月度全国生猪出场价同比
henan_weekly_features_modeling,monthly_report_publish_date,str,月度专题页代理发布日期
henan_weekly_features_modeling,monthly_core_validation_flag,str,月度专题数据质量标记
henan_weekly_features_modeling,monthly_core_validation_notes,str,月度专题数据质量说明
henan_weekly_features_modeling,monthly_hog_inventory_mom_pct,float64,市场与信息化司月度生猪存栏环比
henan_weekly_features_modeling,monthly_hog_inventory_yoy_pct,float64,市场与信息化司月度生猪存栏同比
henan_weekly_features_modeling,monthly_scs_breeding_sow_inventory_mom_pct,float64,市场与信息化司月度能繁母猪存栏环比
henan_weekly_features_modeling,monthly_scs_breeding_sow_inventory_yoy_pct,float64,市场与信息化司月度能繁母猪存栏同比
henan_weekly_features_modeling,monthly_scs_validation_flag,str,市场与信息化司数据质量标记
henan_weekly_features_modeling,monthly_scs_validation_notes,str,市场与信息化司数据质量说明
henan_weekly_features_modeling,nat_feature_available,bool,该周是否成功并入全国周度特征
henan_weekly_features_modeling,monthly_feature_available,bool,该周是否成功并入月度特征
henan_weekly_features_modeling,target_price_model,float64,建模版推荐目标值，仅对孤立缺口做线性填补
henan_weekly_features_modeling,imputed_flag,bool,该周建模版是否发生补值
henan_weekly_features_modeling,imputation_method,str,补值方法说明
henan_weekly_features_modeling,imputation_scope,str,补值字段范围
henan_weekly_features_modeling,target_log_price,float64,目标价格对数值
henan_weekly_features_modeling,target_pct_change_1w,float64,目标价格1周环比
henan_weekly_features_modeling,target_pct_change_4w,float64,目标价格4周环比
henan_weekly_features_modeling,target_yoy_52w,float64,目标价格52周同比
henan_weekly_features_modeling,target_ma_4w,float64,目标价格4周移动均值
henan_weekly_features_modeling,target_ma_12w,float64,目标价格12周移动均值
henan_weekly_features_modeling,target_volatility_4w,float64,目标价格1周环比的4周滚动波动率
henan_weekly_features_modeling,target_volatility_12w,float64,目标价格1周环比的12周滚动波动率
henan_weekly_features_modeling,spread_vs_nat_hog,float64,河南价格与全国周度猪价价差
henan_weekly_features_modeling,ratio_vs_corn,float64,河南价格与全国周度玉米价格比值
henan_weekly_features_modeling,ratio_vs_soymeal,float64,河南价格与全国周度豆粕价格比值
henan_weekly_features_modeling,event_asf,int64,非洲猪瘟事件后虚拟变量
henan_weekly_features_modeling,month_no,int32,月份序号
henan_weekly_features_modeling,week_of_year,int64,ISO周序号
